movimento_id,data,produto_id,tipo,quantidade,quantidade_efetiva,preco_unitario,preco_total,fornecedor,estoque_afetado,motivo
9682,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9683,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9684,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9685,2026-03-19,19,consumo,1.0,-1.0,,,,aberto,
9686,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9687,2026-03-19,2,consumo,0.12,-0.12,,,,aberto,
9688,2026-03-19,4,consumo,0.006,-0.006,,,,aberto,
9689,2026-03-19,8,consumo,1.0,-1.0,,,,aberto,
9690,2026-03-19,7,consumo,0.15,-0.15,,,,aberto,
9691,2026-03-19,4,consumo,0.015,-0.015,,,,aberto,
9692,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9693,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9694,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9695,2026-03-19,1,consumo,0.02,-0.02,,,,aberto,
9696,2026-03-19,2,consumo,0.24,-0.24,,,,aberto,
9697,2026-03-19,4,consumo,0.012,-0.012,,,,aberto,
9698,2026-03-19,8,consumo,2.0,-2.0,,,,aberto,
9699,2026-03-19,13,consumo,1.0,-1.0,,,,aberto,
9700,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9701,2026-03-19,2,consumo,0.1,-0.1,,,,aberto,
9702,2026-03-19,4,consumo,0.01,-0.01,,,,aberto,
9703,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9704,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9705,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9706,2026-03-19,15,consumo,2.0,-2.0,,,,aberto,
9707,2026-03-19,19,consumo,1.0,-1.0,,,,aberto,
9708,2026-03-19,1,consumo,0.008,-0.008,,,,aberto,
9709,2026-03-19,8,consumo,1.0,-1.0,,,,aberto,
9710,2026-03-19,17,consumo,1.0,-1.0,,,,aberto,
9711,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9712,2026-03-19,2,consumo,0.1,-0.1,,,,aberto,
9713,2026-03-19,4,consumo,0.01,-0.01,,,,aberto,
9714,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9715,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9716,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9717,2026-03-19,15,consumo,1.0,-1.0,,,,aberto,
9718,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9719,2026-03-19,2,consumo,0.1,-0.1,,,,aberto,
9720,2026-03-19,4,consumo,0.01,-0.01,,,,aberto,
9721,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9722,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9723,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9724,2026-03-19,6,consumo,0.006,-0.006,,,,aberto,
9725,2026-03-19,3,consumo,0.15,-0.15,,,,aberto,
9726,2026-03-19,4,consumo,0.008,-0.008,,,,aberto,
9727,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9728,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9729,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9730,2026-03-19,7,consumo,0.15,-0.15,,,,aberto,
9731,2026-03-19,4,consumo,0.015,-0.015,,,,aberto,
9732,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9733,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9734,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9735,2026-03-19,13,consumo,1.0,-1.0,,,,aberto,
9736,2026-03-19,1,consumo,0.012,-0.012,,,,aberto,
9737,2026-03-19,2,consumo,0.15,-0.15,,,,aberto,
9738,2026-03-19,5,consumo,0.005,-0.005,,,,aberto,
9739,2026-03-19,8,consumo,1.0,-1.0,,,,aberto,
9740,2026-03-19,1,consumo,0.006,-0.006,,,,aberto,
9741,2026-03-19,1,consumo,0.004,-0.004,,,,aberto,
9742,2026-03-19,2,consumo,0.12,-0.12,,,,aberto,
9743,2026-03-19,5,consumo,0.02,-0.02,,,,aberto,
9744,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9745,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9746,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9747,2026-03-19,13,consumo,1.0,-1.0,,,,aberto,
9748,2026-03-19,19,consumo,1.0,-1.0,,,,aberto,
9749,2026-03-19,14,consumo,1.0,-1.0,,,,aberto,
9750,2026-03-19,1,consumo,0.024,-0.024,,,,aberto,
9751,2026-03-19,2,consumo,0.3,-0.3,,,,aberto,
9752,2026-03-19,5,consumo,0.01,-0.01,,,,aberto,
9753,2026-03-19,8,consumo,2.0,-2.0,,,,aberto,
9754,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9755,2026-03-19,2,consumo,0.1,-0.1,,,,aberto,
9756,2026-03-19,4,consumo,0.01,-0.01,,,,aberto,
9757,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9758,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9759,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9760,2026-03-19,13,consumo,1.0,-1.0,,,,aberto,
9761,2026-03-19,13,consumo,1.0,-1.0,,,,aberto,
9762,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9763,2026-03-19,2,consumo,0.12,-0.12,,,,aberto,
9764,2026-03-19,5,consumo,0.02,-0.02,,,,aberto,
9765,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9766,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9767,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9768,2026-03-19,6,consumo,0.006,-0.006,,,,aberto,
9769,2026-03-19,3,consumo,0.04,-0.04,,,,aberto,
9770,2026-03-19,3,consumo,0.11,-0.11,,,,aberto,
9771,2026-03-19,4,consumo,0.008,-0.008,,,,aberto,
9772,2026-03-19,9,consumo,1.0,-1.0,,,,aberto,
9773,2026-03-19,10,consumo,1.0,-1.0,,,,aberto,
9774,2026-03-19,11,consumo,1.0,-1.0,,,,aberto,
9775,2026-03-19,16,consumo,1.0,-1.0,,,,aberto,
9776,2026-03-19,2,abertura,2.0,-2.0,,,,,
9777,2026-03-19,1,consumo,0.012,-0.012,,,,aberto,
9778,2026-03-19,2,consumo,0.15,-0.15,,,,aberto,
9779,2026-03-19,5,consumo,0.005,-0.005,,,,aberto,
9780,2026-03-19,8,consumo,1.0,-1.0,,,,aberto,
9781,2026-03-19,16,consumo,1.0,-1.0,,,,aberto,
9782,2026-03-19,1,consumo,0.01,-0.01,,,,aberto,
9783,2026-03-19,2,consumo,0.033,-0.033,,,,aberto,
9784,2026-03-19,2,consumo,0.087,-0.087,,,,aberto,
9785,2026-03-19,4,consumo,0.006,-0.006,,,,aberto,
9786,2026-03-19,8,consumo,1.0,-1.0,,,,aberto,
9787,2026-03-20,13,perda,5.0,-5.0,,,,aberto,Vencimento - produto fora do prazo de validade
9788,2026-03-20,4,abertura,2.0,-2.0,,,,,
9789,2026-03-20,13,abertura,20.0,-20.0,,,,,
9790,2026-03-20,1,consumo,0.008,-0.008,,,,aberto,
9791,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9792,2026-03-20,1,consumo,0.008,-0.008,,,,aberto,
9793,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9794,2026-03-20,7,consumo,0.15,-0.15,,,,aberto,
9795,2026-03-20,4,consumo,0.015,-0.015,,,,aberto,
9796,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9797,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9798,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9799,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9800,2026-03-20,2,consumo,0.1,-0.1,,,,aberto,
9801,2026-03-20,4,consumo,0.01,-0.01,,,,aberto,
9802,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9803,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9804,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9805,2026-03-20,7,consumo,0.15,-0.15,,,,aberto,
9806,2026-03-20,4,consumo,0.015,-0.015,,,,aberto,
9807,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9808,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9809,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9810,2026-03-20,13,consumo,1.0,-1.0,,,,aberto,
9811,2026-03-20,1,consumo,0.012,-0.012,,,,aberto,
9812,2026-03-20,2,consumo,0.15,-0.15,,,,aberto,
9813,2026-03-20,5,consumo,0.005,-0.005,,,,aberto,
9814,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9815,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9816,2026-03-20,2,consumo,0.12,-0.12,,,,aberto,
9817,2026-03-20,5,consumo,0.02,-0.02,,,,aberto,
9818,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9819,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9820,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9821,2026-03-20,18,consumo,1.0,-1.0,,,,aberto,
9822,2026-03-20,16,consumo,1.0,-1.0,,,,aberto,
9823,2026-03-20,19,consumo,2.0,-2.0,,,,aberto,
9824,2026-03-20,1,consumo,0.016,-0.016,,,,aberto,
9825,2026-03-20,8,consumo,2.0,-2.0,,,,aberto,
9826,2026-03-20,20,consumo,2.0,-2.0,,,,aberto,
9827,2026-03-20,19,consumo,1.0,-1.0,,,,aberto,
9828,2026-03-20,1,consumo,0.02,-0.02,,,,aberto,
9829,2026-03-20,2,consumo,0.2,-0.2,,,,aberto,
9830,2026-03-20,4,consumo,0.02,-0.02,,,,aberto,
9831,2026-03-20,9,consumo,2.0,-2.0,,,,aberto,
9832,2026-03-20,10,consumo,2.0,-2.0,,,,aberto,
9833,2026-03-20,11,consumo,2.0,-2.0,,,,aberto,
9834,2026-03-20,16,consumo,1.0,-1.0,,,,aberto,
9835,2026-03-20,1,consumo,0.016,-0.016,,,,aberto,
9836,2026-03-20,8,consumo,2.0,-2.0,,,,aberto,
9837,2026-03-20,1,consumo,0.008,-0.008,,,,aberto,
9838,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9839,2026-03-20,1,consumo,0.012,-0.012,,,,aberto,
9840,2026-03-20,2,consumo,0.15,-0.15,,,,aberto,
9841,2026-03-20,5,consumo,0.005,-0.005,,,,aberto,
9842,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9843,2026-03-20,7,consumo,0.15,-0.15,,,,aberto,
9844,2026-03-20,4,consumo,0.015,-0.015,,,,aberto,
9845,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9846,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9847,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9848,2026-03-20,14,consumo,1.0,-1.0,,,,aberto,
9849,2026-03-20,19,consumo,1.0,-1.0,,,,aberto,
9850,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9851,2026-03-20,2,consumo,0.12,-0.12,,,,aberto,
9852,2026-03-20,4,consumo,0.006,-0.006,,,,aberto,
9853,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9854,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9855,2026-03-20,2,consumo,0.12,-0.12,,,,aberto,
9856,2026-03-20,4,consumo,0.006,-0.006,,,,aberto,
9857,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9858,2026-03-20,17,consumo,1.0,-1.0,,,,aberto,
9859,2026-03-20,15,consumo,1.0,-1.0,,,,aberto,
9860,2026-03-20,15,consumo,1.0,-1.0,,,,aberto,
9861,2026-03-20,16,consumo,1.0,-1.0,,,,aberto,
9862,2026-03-20,13,consumo,1.0,-1.0,,,,aberto,
9863,2026-03-20,15,consumo,1.0,-1.0,,,,aberto,
9864,2026-03-20,1,consumo,0.012,-0.012,,,,aberto,
9865,2026-03-20,2,consumo,0.15,-0.15,,,,aberto,
9866,2026-03-20,5,consumo,0.005,-0.005,,,,aberto,
9867,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9868,2026-03-20,7,consumo,0.15,-0.15,,,,aberto,
9869,2026-03-20,4,consumo,0.015,-0.015,,,,aberto,
9870,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9871,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9872,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9873,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9874,2026-03-20,2,consumo,0.1,-0.1,,,,aberto,
9875,2026-03-20,4,consumo,0.01,-0.01,,,,aberto,
9876,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9877,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9878,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9879,2026-03-20,7,abertura,1.0,-1.0,,,,,
9880,2026-03-20,7,consumo,0.15,-0.15,,,,aberto,
9881,2026-03-20,4,consumo,0.015,-0.015,,,,aberto,
9882,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9883,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9884,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9885,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9886,2026-03-20,2,consumo,0.12,-0.12,,,,aberto,
9887,2026-03-20,4,consumo,0.006,-0.006,,,,aberto,
9888,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9889,2026-03-20,14,consumo,1.0,-1.0,,,,aberto,
9890,2026-03-20,16,consumo,1.0,-1.0,,,,aberto,
9891,2026-03-20,1,consumo,0.008,-0.008,,,,aberto,
9892,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9893,2026-03-20,7,consumo,0.1,-0.1,,,,aberto,
9894,2026-03-20,7,consumo,0.05,-0.05,,,,aberto,
9895,2026-03-20,4,consumo,0.015,-0.015,,,,aberto,
9896,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9897,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9898,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9899,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9900,2026-03-20,2,consumo,0.1,-0.1,,,,aberto,
9901,2026-03-20,4,consumo,0.01,-0.01,,,,aberto,
9902,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9903,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9904,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9905,2026-03-20,1,consumo,0.012,-0.012,,,,aberto,
9906,2026-03-20,2,consumo,0.15,-0.15,,,,aberto,
9907,2026-03-20,5,consumo,0.005,-0.005,,,,aberto,
9908,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9909,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9910,2026-03-20,2,consumo,0.12,-0.12,,,,aberto,
9911,2026-03-20,5,consumo,0.02,-0.02,,,,aberto,
9912,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9913,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9914,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9915,2026-03-20,2,abertura,2.0,-2.0,,,,,
9916,2026-03-20,1,consumo,0.02,-0.02,,,,aberto,
9917,2026-03-20,2,consumo,0.2,-0.2,,,,aberto,
9918,2026-03-20,4,consumo,0.02,-0.02,,,,aberto,
9919,2026-03-20,9,consumo,2.0,-2.0,,,,aberto,
9920,2026-03-20,10,consumo,2.0,-2.0,,,,aberto,
9921,2026-03-20,11,consumo,2.0,-2.0,,,,aberto,
9922,2026-03-20,14,consumo,1.0,-1.0,,,,aberto,
9923,2026-03-20,13,consumo,1.0,-1.0,,,,aberto,
9924,2026-03-20,1,consumo,0.012,-0.012,,,,aberto,
9925,2026-03-20,2,consumo,0.013,-0.013,,,,aberto,
9926,2026-03-20,2,consumo,0.137,-0.137,,,,aberto,
9927,2026-03-20,5,consumo,0.005,-0.005,,,,aberto,
9928,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9929,2026-03-20,17,consumo,1.0,-1.0,,,,aberto,
9930,2026-03-20,7,consumo,0.3,-0.3,,,,aberto,
9931,2026-03-20,4,consumo,0.03,-0.03,,,,aberto,
9932,2026-03-20,9,consumo,2.0,-2.0,,,,aberto,
9933,2026-03-20,10,consumo,2.0,-2.0,,,,aberto,
9934,2026-03-20,11,consumo,2.0,-2.0,,,,aberto,
9935,2026-03-20,1,consumo,0.012,-0.012,,,,aberto,
9936,2026-03-20,2,consumo,0.15,-0.15,,,,aberto,
9937,2026-03-20,5,consumo,0.005,-0.005,,,,aberto,
9938,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9939,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9940,2026-03-20,2,consumo,0.1,-0.1,,,,aberto,
9941,2026-03-20,4,consumo,0.01,-0.01,,,,aberto,
9942,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9943,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9944,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9945,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9946,2026-03-20,2,consumo,0.1,-0.1,,,,aberto,
9947,2026-03-20,4,consumo,0.01,-0.01,,,,aberto,
9948,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9949,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9950,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9951,2026-03-20,13,consumo,1.0,-1.0,,,,aberto,
9952,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9953,2026-03-20,2,consumo,0.1,-0.1,,,,aberto,
9954,2026-03-20,4,consumo,0.01,-0.01,,,,aberto,
9955,2026-03-20,9,consumo,1.0,-1.0,,,,aberto,
9956,2026-03-20,10,consumo,1.0,-1.0,,,,aberto,
9957,2026-03-20,11,consumo,1.0,-1.0,,,,aberto,
9958,2026-03-20,1,consumo,0.01,-0.01,,,,aberto,
9959,2026-03-20,2,consumo,0.12,-0.12,,,,aberto,
9960,2026-03-20,4,consumo,0.006,-0.006,,,,aberto,
9961,2026-03-20,8,consumo,1.0,-1.0,,,,aberto,
9962,2026-03-21,14,perda,8.0,-8.0,,,,aberto,Vencimento - produto fora do prazo de validade
9963,2026-03-21,14,abertura,12.0,-12.0,,,,,
9964,2026-03-21,16,abertura,12.0,-12.0,,,,,
9965,2026-03-21,17,consumo,1.0,-1.0,,,,aberto,
9966,2026-03-21,7,consumo,0.15,-0.15,,,,aberto,
9967,2026-03-21,4,consumo,0.015,-0.015,,,,aberto,
9968,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
9969,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
9970,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
9971,2026-03-21,20,consumo,1.0,-1.0,,,,aberto,
9972,2026-03-21,20,consumo,1.0,-1.0,,,,aberto,
9973,2026-03-21,20,consumo,2.0,-2.0,,,,aberto,
9974,2026-03-21,7,consumo,0.15,-0.15,,,,aberto,
9975,2026-03-21,4,consumo,0.015,-0.015,,,,aberto,
9976,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
9977,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
9978,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
9979,2026-03-21,1,consumo,0.008,-0.008,,,,aberto,
9980,2026-03-21,8,consumo,1.0,-1.0,,,,aberto,
9981,2026-03-21,17,consumo,1.0,-1.0,,,,aberto,
9982,2026-03-21,7,consumo,0.15,-0.15,,,,aberto,
9983,2026-03-21,4,consumo,0.015,-0.015,,,,aberto,
9984,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
9985,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
9986,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
9987,2026-03-21,6,consumo,0.001999,-0.001999,,,,aberto,
9988,2026-03-21,6,consumo,0.004001,-0.004001,,,,aberto,
9989,2026-03-21,3,consumo,0.15,-0.15,,,,aberto,
9990,2026-03-21,4,consumo,0.008,-0.008,,,,aberto,
9991,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
9992,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
9993,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
9994,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
9995,2026-03-21,2,consumo,0.12,-0.12,,,,aberto,
9996,2026-03-21,5,consumo,0.02,-0.02,,,,aberto,
9997,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
9998,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
9999,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10000,2026-03-21,7,abertura,1.0,-1.0,,,,,
10001,2026-03-21,7,consumo,0.15,-0.15,,,,aberto,
10002,2026-03-21,4,consumo,0.015,-0.015,,,,aberto,
10003,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10004,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10005,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10006,2026-03-21,14,consumo,2.0,-2.0,,,,aberto,
10007,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10008,2026-03-21,2,consumo,0.1,-0.1,,,,aberto,
10009,2026-03-21,4,consumo,0.01,-0.01,,,,aberto,
10010,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10011,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10012,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10013,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10014,2026-03-21,2,consumo,0.12,-0.12,,,,aberto,
10015,2026-03-21,5,consumo,0.02,-0.02,,,,aberto,
10016,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10017,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10018,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10019,2026-03-21,13,consumo,1.0,-1.0,,,,aberto,
10020,2026-03-21,1,consumo,0.008,-0.008,,,,aberto,
10021,2026-03-21,8,consumo,1.0,-1.0,,,,aberto,
10022,2026-03-21,15,consumo,1.0,-1.0,,,,aberto,
10023,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10024,2026-03-21,2,consumo,0.1,-0.1,,,,aberto,
10025,2026-03-21,4,consumo,0.01,-0.01,,,,aberto,
10026,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10027,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10028,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10029,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10030,2026-03-21,2,consumo,0.12,-0.12,,,,aberto,
10031,2026-03-21,5,consumo,0.02,-0.02,,,,aberto,
10032,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10033,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10034,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10035,2026-03-21,7,consumo,0.05,-0.05,,,,aberto,
10036,2026-03-21,7,consumo,0.1,-0.1,,,,aberto,
10037,2026-03-21,4,consumo,0.015,-0.015,,,,aberto,
10038,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10039,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10040,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10041,2026-03-21,14,consumo,1.0,-1.0,,,,aberto,
10042,2026-03-21,18,consumo,1.0,-1.0,,,,aberto,
10043,2026-03-21,1,consumo,0.02,-0.02,,,,aberto,
10044,2026-03-21,2,consumo,0.2,-0.2,,,,aberto,
10045,2026-03-21,4,consumo,0.02,-0.02,,,,aberto,
10046,2026-03-21,9,consumo,2.0,-2.0,,,,aberto,
10047,2026-03-21,10,consumo,2.0,-2.0,,,,aberto,
10048,2026-03-21,11,consumo,2.0,-2.0,,,,aberto,
10049,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10050,2026-03-21,2,consumo,0.1,-0.1,,,,aberto,
10051,2026-03-21,4,consumo,0.01,-0.01,,,,aberto,
10052,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10053,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10054,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10055,2026-03-21,13,consumo,1.0,-1.0,,,,aberto,
10056,2026-03-21,20,consumo,2.0,-2.0,,,,aberto,
10057,2026-03-21,7,consumo,0.3,-0.3,,,,aberto,
10058,2026-03-21,4,consumo,0.03,-0.03,,,,aberto,
10059,2026-03-21,9,consumo,2.0,-2.0,,,,aberto,
10060,2026-03-21,10,consumo,2.0,-2.0,,,,aberto,
10061,2026-03-21,11,consumo,2.0,-2.0,,,,aberto,
10062,2026-03-21,13,consumo,1.0,-1.0,,,,aberto,
10063,2026-03-21,20,consumo,1.0,-1.0,,,,aberto,
10064,2026-03-21,16,consumo,1.0,-1.0,,,,aberto,
10065,2026-03-21,15,consumo,1.0,-1.0,,,,aberto,
10066,2026-03-21,1,consumo,0.02,-0.02,,,,aberto,
10067,2026-03-21,2,consumo,0.2,-0.2,,,,aberto,
10068,2026-03-21,4,consumo,0.02,-0.02,,,,aberto,
10069,2026-03-21,9,consumo,2.0,-2.0,,,,aberto,
10070,2026-03-21,10,consumo,2.0,-2.0,,,,aberto,
10071,2026-03-21,11,consumo,2.0,-2.0,,,,aberto,
10072,2026-03-21,16,consumo,2.0,-2.0,,,,aberto,
10073,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10074,2026-03-21,2,consumo,0.1,-0.1,,,,aberto,
10075,2026-03-21,4,consumo,0.01,-0.01,,,,aberto,
10076,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10077,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10078,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10079,2026-03-21,6,consumo,0.006,-0.006,,,,aberto,
10080,2026-03-21,3,consumo,0.15,-0.15,,,,aberto,
10081,2026-03-21,4,consumo,0.008,-0.008,,,,aberto,
10082,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10083,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10084,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10085,2026-03-21,7,consumo,0.15,-0.15,,,,aberto,
10086,2026-03-21,4,consumo,0.015,-0.015,,,,aberto,
10087,2026-03-21,9,consumo,1.0,-1.0,,,,aberto,
10088,2026-03-21,10,consumo,1.0,-1.0,,,,aberto,
10089,2026-03-21,11,consumo,1.0,-1.0,,,,aberto,
10090,2026-03-21,19,consumo,1.0,-1.0,,,,aberto,
10091,2026-03-21,7,abertura,1.0,-1.0,,,,,
10092,2026-03-21,7,consumo,0.3,-0.3,,,,aberto,
10093,2026-03-21,4,consumo,0.03,-0.03,,,,aberto,
10094,2026-03-21,9,consumo,2.0,-2.0,,,,aberto,
10095,2026-03-21,10,consumo,2.0,-2.0,,,,aberto,
10096,2026-03-21,11,consumo,2.0,-2.0,,,,aberto,
10097,2026-03-21,20,consumo,1.0,-1.0,,,,aberto,
10098,2026-03-21,2,entrada,20.0,20.0,7.19,143.8,Laticínios Vale Fresco,,
10099,2026-03-21,2,abertura,2.0,-2.0,,,,,
10100,2026-03-21,1,consumo,0.01,-0.01,,,,aberto,
10101,2026-03-21,2,consumo,0.12,-0.12,,,,aberto,
10102,2026-03-21,5,consumo,0.02,-0.02,,,,aberto,
